mag_id	original_substrate	substrate_category	specific_substrate	source	completeness	contamination	domain	phylum	class	order	family	genus	species	study_catalog	group
FontanaF_2023__SRR20746958__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746958	94.74	3.29	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746958__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746958	91.41	0.15	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746958__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746958	64.66	0.72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equinus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746958__bin.7	cheese	dairy	cheese	FontanaF_2023__SRR20746958	64.57	3.23	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746958__bin.8	cheese	dairy	cheese	FontanaF_2023__SRR20746958	91.59	0.13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746959__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746959	89.51	0.64	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746959__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746959	94.27	4.42	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus_coryniformis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746959__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746959	100	1.8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746959__bin.7	cheese	dairy	cheese	FontanaF_2023__SRR20746959	98.47	0.17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746961__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746961	99.94	1.63	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746961__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746961	99.46	1.72	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746961__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746961	99.98	0.48	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746962__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746962	98.93	0.24	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746962__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746962	78.91	0.23	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_rhamnosus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746962__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746962	92.87	0.13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746962__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746962	71.65	0.8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746962__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746962	96.97	3.3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746963__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746963	91.77	0.09	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746963__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746963	81.18	0.48	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_rhamnosus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746963__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746963	89.6	0.4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746963__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746963	99.98	1.24	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_parabuchneri	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746963__bin.7	cheese	dairy	cheese	FontanaF_2023__SRR20746963	71.42	2.07	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746963__bin.8	cheese	dairy	cheese	FontanaF_2023__SRR20746963	83.26	0.29	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.10	cheese	dairy	cheese	FontanaF_2023__SRR20746964	95.63	2.32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.11	cheese	dairy	cheese	FontanaF_2023__SRR20746964	95.72	1.41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.13	cheese	dairy	cheese	FontanaF_2023__SRR20746964	85.59	0.07	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecium	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746964	98.54	0.5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746964	99.92	4.31	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_durans	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.4	cheese	dairy	cheese	FontanaF_2023__SRR20746964	96.06	0.53	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_mongoliense	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Actinobacteria
FontanaF_2023__SRR20746964__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746964	94.2	0.39	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.6	cheese	dairy	cheese	FontanaF_2023__SRR20746964	94.22	1.52	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_parabuchneri	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.7	cheese	dairy	cheese	FontanaF_2023__SRR20746964	99.19	0.08	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.8	cheese	dairy	cheese	FontanaF_2023__SRR20746964	99.43	0.94	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746964__bin.9	cheese	dairy	cheese	FontanaF_2023__SRR20746964	79.69	4.62	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746965__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746965	87.27	0.01	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746965__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746965	83.57	0.58	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus_coryniformis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746965__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746965	98.66	0.27	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746966__bin.1	cheese	dairy	cheese	FontanaF_2023__SRR20746966	100	1.04	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746966__bin.2	cheese	dairy	cheese	FontanaF_2023__SRR20746966	90.67	0.16	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746966__bin.3	cheese	dairy	cheese	FontanaF_2023__SRR20746966	86.83	0.04	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
FontanaF_2023__SRR20746966__bin.5	cheese	dairy	cheese	FontanaF_2023__SRR20746966	78.97	0.89	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Fontana, Federico, Giulia Longhi, Giulia Alessandri, Gabriele Andrea Lugli, Leonardo Mancabelli, Chiara Tarracchini, et al. (2023) ‘Multifactorial Microvariability of the Italian Raw Milk Cheese Microbiota and Implication for Current Regulatory Scheme’, mSystems, 8(1)	Firmicutes
